id,source,target,length
640,395350960,12070846333,425.8261066778937
641,395350962,395350963,49.984843980854606
642,395350962,395350960,79.43732639436296
643,395350962,12070846326,52.04693497252052
644,395350963,395350962,49.984843980854606
645,395350963,12070846333,81.6940085285706
646,395350963,12070846325,54.50517860521012
647,395350968,12070846305,43.41768043768704
648,395350968,12070846336,43.317599385040225
649,395350968,12070846307,103.45576504263283
650,395350978,395350980,69.85319752566893
651,395350978,4770547136,165.40640422877496
652,395350978,5234299235,252.57894104752387
653,395350980,7518087998,13.932227847312939
654,395350980,395350978,69.85319752566893
655,395350980,6720526673,260.39097384672925
656,395350986,395350989,61.138773632295035
657,395350986,5234299762,98.86966217325339
658,395350986,7518087985,265.107501885771
659,395350989,12070856236,22.793418704144525
660,395350989,395350986,61.13877363229503
661,395350989,5234298739,108.27104501460396
662,395350996,395350999,64.6921344142031
663,395350996,5234298739,74.20365695432707
664,395350996,12070856239,160.50510278373199
665,395350999,290209352,98.46680381596701
666,395350999,395350996,64.69213441420311
667,395350999,8118039813,156.9888824227457
668,395351003,395351010,160.9533523177197
669,395351003,3903384299,77.15432840235975
670,395351003,3903384232,219.56805507604912
671,395351010,7515412996,63.63863679418375
672,395351010,3842359011,109.74240894456351
673,395351010,395351003,160.9533523177197
674,395351033,3903384200,105.79242959143949
675,395351033,7531533923,81.81777395965409
676,395351033,6720526625,97.2145621271693
677,395351033,7531533971,170.46907570597
678,395351033,3903384183,53.515422890109065
679,395351037,8914090613,34.19249582717586
680,395351037,7531533984,49.74586090513974
681,395351037,3903328065,101.20440268439413
682,395351675,395351684,134.06448199383493
683,395351675,3903397788,82.52938894565307
684,395351675,290209295,201.36327046673486
685,395351684,395351675,134.06448199383493
686,397700890,7515413113,70.03164799084136
687,397700890,7515413064,110.5578301317796
688,397700890,4770563727,193.21274817908346
689,397700906,3903328193,146.27586083515757
690,397700906,12093799714,134.9777608711028
691,397700906,842387848,274.3077471069754
692,397700919,12070856282,27.1561762225639
693,397700919,12070856292,97.17547626154027
694,397700919,9460442317,183.74220094330187
695,398664531,398664543,230.32773836256067
696,398664531,12069562744,340.47910471486244
697,398664531,5870269308,134.15715925400502
698,398664543,398664545,28.152260541225996
699,398664543,5870268978,28.198442059971455
700,398664543,398664531,230.3277383625606
701,398664545,7130140273,20.74156705747904
702,398664545,398664543,28.152260541225996
703,398664545,5870047355,716.5543500375795
704,398664626,5870049058,58.26264873982756
705,398664626,5870046756,37.776233964900065
706,398664626,5870046757,529.0347331958395
707,398664677,5870300498,49.23956023021229
708,398664677,398664682,87.98617870890612
709,398664677,7577461924,409.17716087386077
710,398664682,398664677,87.98617870890612
711,398664682,398664693,162.16436837485614
712,398664682,7577461924,338.02118603717906
713,398664693,398664682,162.16436837485614
714,398664693,5870270790,243.22675111818688
715,398664693,5870269463,249.21231073630213
716,398664797,5870270879,103.33040198350575
717,398664797,5234453442,200.75857714403423
718,398664797,5870269330,67.97031736383141
719,398664865,3842232064,283.4360121711468
720,398664865,3842232120,43.101125319132315
721,398664870,3842232094,43.08473642658173
722,398664870,5870600613,1610.3242039825732
723,398664875,12069562618,373.79399908455065
724,398664875,3842232094,126.46599069697493
725,398664875,360343019,443.0867946206362
726,401461590,5870048134,21.880738518069254
727,401461590,5844016001,54.628027325758914
728,401461590,5870048133,92.18494140832695
729,401461602,3842232259,108.7555037584892
730,401461602,5870046757,441.3723721315491
731,401461602,5869962405,618.754311140836
732,401462041,5870367136,35.58413468578122
733,401462041,5114864415,55.482454258853245
734,401462041,5870270785,438.54699310805603
735,411451013,12069547631,53.487065551303495
736,411451013,12069547629,69.13010358418525
737,411451013,340355704,186.0484083882804
738,411451029,5870398108,365.9420284896651
739,411451029,5877686152,171.2256305915535
740,411451029,9016037716,193.149410644306
741,411451060,5870063028,333.82950523699446
742,411451060,5870063035,245.91936021427355
743,411451060,12069547547,162.91693606983281
744,411451081,5870060286,155.38642242247366
